500
83	-72.7407	-40.291	2
84	-72.8805	-40.2784	3
85	-72.9482	-40.2952	3
86	-73.0665	-40.2848	5
87	-73.2745	-40.2924	5
88	-72.6081	-40.2631	2
89	-72.5956	-40.4878	1
90	-72.5766	-40.3935	1
91	-72.6098	-40.3841	1
92	-72.9829	-40.4055	5
93	-72.887	-40.4398	3
94	-72.803	-40.5314	1
95	-72.8857	-40.3548	3
96	-72.587	-40.251	2
97	-72.6577	-40.0742	2
98	-72.6128	-40.4476	1
99	-72.9883	-40.2326	3
100	-72.474	-40.363	1
101	-73.1913	-40.3376	5
102	-73.1605	-40.6748	4
103	-73.1605	-40.6748	4
104	-72.7256	-40.2546	2
105	-72.7944	-40.4428	1
106	-72.7224	-40.4132	1
107	-72.6084	-40.2402	2
108	-72.5899	-40.2637	2
109	-72.7189	-40.0404	2
110	-72.6768	-40.5828	1
111	-72.8693	-40.4438	3
112	-72.6012	-40.6123	1
113	-72.9862	-40.5727	4
114	-72.9862	-40.5727	4
115	-73.1556	-40.7323	4
116	-72.6012	-40.6123	1
117	-73.2368	-40.2993	5
118	-72.7377	-40.2138	2
119	-72.8829	-40.107	3
120	-72.7777	-40.2706	3
121	-73.3315	-40.3112	5
122	-72.6885	-40.1935	2
123	-72.7722	-40.0232	2
124	-72.9302	-40.2699	3
125	-72.651	-40.4432	1
126	-72.8348	-40.4409	1
127	-72.8348	-40.4409	1
128	-72.9121	-40.2601	3
129	-72.8492	-40.4286	3
130	-72.7703	-40.3234	3
131	-72.9583	-40.2633	3
132	-72.6009	-40.4302	1
133	-72.722	-40.0309	2
134	-72.8986	-40.2816	3
135	-73.1246	-40.278	5
136	-72.7199	-40.2929	2
137	-72.9373	-40.2733	3
138	-72.7959	-40.3308	3
139	-72.8193	-40.4641	1
140	-72.7859	-40.3062	3
141	-72.7984	-40.2213	3
142	-72.5868	-40.2416	2
143	-72.664	-40.084	2
144	-72.9448	-40.2977	3
145	-72.5826	-40.1538	2
146	-72.5562	-40.1172	2
147	-72.5781	-40.1709	2
148	-72.5823	-40.152	2
149	-72.5576	-40.1791	2
150	-72.5523	-40.1757	2
151	-72.5752	-40.1657	2
152	-72.5554	-40.1809	2
153	-72.5605	-40.1791	2
154	-72.5562	-40.1761	2
155	-72.6351	-40.1644	2
156	-72.5985	-40.1537	2
157	-72.5562	-40.1761	2
158	-72.5695	-40.1576	2
159	-72.7903	-40.037	2
160	-73.0075	-40.3105	5
161	-72.7477	-40.4201	1
162	-72.7801	-40.4273	1
163	-73.0546	-40.5978	4
164	-72.7972	-40.1785	3
165	-72.9397	-40.3229	3
166	-72.8956	-40.7624	4
167	-72.8956	-40.7624	4
168	-72.6239	-40.263	2
169	-72.7515	-40.2014	2
170	-72.6634	-40.3031	2
171	-72.6634	-40.3031	2
172	-73.0197	-40.3337	5
173	-73.056	-40.3465	5
174	-72.8813	-40.3472	3
175	-72.7396	-40.1466	2
176	-72.7396	-40.1461	2
177	-72.5982	-40.3003	2
178	-72.5109	-40.3283	2
179	-73.0034	-40.4429	5
180	-73.0034	-40.4429	5
181	-72.9129	-40.0791	3
182	-72.7481	-40.0253	2
183	-72.7438	-40.0427	2
184	-72.7014	-40.5274	1
185	-72.8662	-40.2631	3
186	-72.9448	-40.2977	3
187	-73.1186	-40.279	5
188	-72.9397	-40.3293	3
189	-72.5924	-40.3136	2
190	-73.1081	-40.6351	4
191	-72.9658	-40.2505	3
192	-72.9658	-40.2505	3
193	-72.654	-40.3703	1
194	-72.6255	-40.383	1
195	-72.6764	-40.3748	1
196	-73.1074	-40.3844	5
197	-72.9263	-40.5869	4
198	-72.8777	-40.2577	3
199	-72.9521	-40.6136	4
200	-72.5935	-40.5137	1
201	-72.5935	-40.5137	1
202	-72.6113	-40.4959	1
203	-72.6265	-40.4845	1
204	-72.6265	-40.4845	1
205	-72.6354	-40.4936	1
206	-72.6354	-40.4936	1
207	-72.5645	-40.3306	2
208	-73.1177	-40.3221	5
209	-72.7384	-40.4833	1
210	-72.9658	-40.2505	3
211	-72.9753	-40.6439	4
212	-72.7755	-40.0935	2
213	-72.943	-40.362	3
214	-72.8455	-40.3816	3
215	-72.8775	-40.3822	3
216	-72.8016	-40.3802	3
217	-72.8333	-40.1042	3
218	-72.8619	-40.2751	3
219	-72.9785	-40.2988	3
220	-73.0005	-40.285	5
221	-72.92	-40.7545	4
222	-72.6185	-40.35	1
223	-72.6274	-40.3614	1
224	-72.9489	-40.3597	3
225	-72.6838	-40.4933	1
226	-72.8284	-40.3762	3
227	-72.8381	-40.1165	3
228	-72.8284	-40.3762	3
229	-72.6655	-40.4205	1
230	-72.7318	-40.5114	1
231	-72.5103	-40.0988	2
232	-73.0453	-40.5273	5
233	-72.9818	-40.2593	3
234	-72.6447	-40.1745	2
235	-72.5811	-40.331	2
236	-72.7542	-40.2196	2
237	-72.7533	-40.2206	2
238	-72.5779	-40.242	2
239	-72.7838	-40.5111	1
240	-72.8701	-40.4752	1
241	-72.7975	-40.0798	2
242	-72.7848	-40.0164	2
243	-72.6629	-40.546	1
244	-72.6331	-40.5264	1
245	-72.6709	-40.537	1
246	-72.6484	-40.5173	1
247	-73.2469	-40.3023	5
248	-72.7674	-40.5236	1
249	-72.8619	-40.2751	3
250	-73.0487	-40.5526	5
251	-72.7643	-40.4932	1
252	-72.9982	-40.3396	5
253	-72.5672	-40.3173	2
254	-72.7387	-40.253	2
255	-72.6971	-40.2203	2
256	-72.7852	-40.3246	3
257	-72.7777	-40.4585	1
258	-73.3164	-40.3404	5
259	-72.7667	-40.3335	3
260	-72.7155	-40.3842	1
261	-72.7777	-40.2706	3
262	-72.7375	-40.5405	1
263	-72.726	-40.206	2
264	-72.8584	-40.4833	1
265	-73.0204	-40.3532	5
266	-73.0204	-40.3532	5
267	-72.7209	-40.4894	1
268	-72.8521	-40.4274	3
269	-72.715	-40.5299	1
270	-72.6903	-40.1223	2
271	-72.6903	-40.1223	2
272	-73.125	-40.3111	5
273	-72.8223	-40.1564	3
274	-72.8961	-40.2676	3
275	-72.8136	-40.143	3
276	-72.6628	-40.2342	2
277	-72.6693	-40.3108	2
278	-73.325	-40.9528	4
279	-73.3649	-40.9784	4
280	-72.8953	-40.6713	4
281	-73.168	-40.388	5
282	-72.6681	-40.6185	1
283	-72.6592	-40.6063	1
284	-72.7705	-40.4756	1
285	-72.7623	-40.4596	1
286	-72.7093	-40.5477	1
287	-72.6517	-40.445	1
288	-73.168	-40.388	5
289	-72.6983	-40.5326	1
290	-72.8529	-40.2912	3
291	-72.6193	-40.059	2
292	-72.6195	-40.0589	2
293	-72.6622	-40.0467	2
294	-72.8667	-40.2236	3
295	-73.0099	-40.7632	4
296	-73.0099	-40.7632	4
297	-72.819	-40.2774	3
298	-72.9147	-40.2428	3
299	-72.9666	-40.0526	3
300	-72.9168	-40.2674	3
301	-72.5487	-40.0594	2
302	-72.6119	-40.2357	2
303	-72.5942	-40.2371	2
304	-72.7237	-40.3688	1
305	-72.7237	-40.3688	1
306	-72.7299	-40.2892	2
307	-72.6957	-40.3071	2
308	-72.6949	-40.6276	1
309	-72.8802	-40.4459	3
310	-72.9979	-40.3957	5
311	-72.6995	-40.4035	1
312	-72.6995	-40.4035	1
313	-72.8093	-40.5149	1
314	-72.8959	-40.2785	3
315	-72.9642	-40.2862	3
316	-72.8522	-40.2648	3
317	-72.9642	-40.2862	3
318	-72.599	-40.4001	1
319	-72.748	-40.4337	1
320	-72.6885	-40.3565	1
321	-73.0799	-40.3088	5
322	-72.5754	-40.3117	2
323	-72.5703	-40.2809	2
324	-72.8053	-40.1032	2
325	-72.9952	-40.3814	5
326	-72.8563	-40.4115	3
327	-72.7672	-40.5131	1
328	-72.7672	-40.5131	1
329	-72.8497	-40.1976	3
330	-72.5865	-40.221	2
331	-72.7482	-40.2645	2
332	-72.9543	-40.7603	4
333	-72.9543	-40.7603	4
334	-72.7454	-40.2629	2
335	-73.0632	-40.3405	5
336	-72.7281	-40.3364	1
337	-72.6322	-40.4792	1
338	-72.6536	-40.4783	1
339	-72.9265	-40.1949	3
340	-72.8632	-40.3295	3
341	-73.125	-40.3111	5
342	-73.1301	-40.2937	5
343	-72.9367	-40.3103	3
344	-73.1207	-40.3254	5
345	-72.6281	-40.2751	2
346	-72.7617	-40.3216	3
347	-72.6188	-40.0664	2
348	-72.5145	-40.1017	2
349	-72.5145	-40.1017	2
350	-72.8486	-40.2791	3
351	-72.6083	-40.2426	2
352	-72.6062	-40.2446	2
353	-72.7717	-40.0219	2
354	-72.5947	-40.314	2
355	-72.8634	-40.4414	3
356	-73.0248	-40.492	5
357	-72.7398	-40.0664	2
358	-72.6683	-40.1252	2
359	-72.5671	-40.3701	1
360	-72.8337	-40.489	1
361	-72.8281	-40.4986	1
362	-72.9244	-40.3465	3
363	-72.7228	-40.4817	1
364	-72.9301	-40.3206	3
365	-73.2228	-40.3591	5
366	-72.5512	-40.4285	1
367	-72.5861	-40.432	1
368	-72.5924	-40.4467	1
369	-72.6465	-40.445	1
370	-72.746	-40.2033	2
371	-72.7044	-40.208	2
372	-72.9859	-40.2752	3
373	-72.6582	-40.1222	2
374	-72.8272	-40.2761	3
375	-72.9238	-40.2097	3
376	-72.8914	-40.194	3
377	-72.7217	-40.3565	1
378	-72.8714	-40.1257	3
379	-72.8681	-40.473	1
380	-72.9932	-40.3223	5
381	-72.9302	-40.2699	3
382	-73.1098	-40.2795	5
383	-73.1098	-40.2795	5
384	-72.7679	-40.2117	2
385	-72.7679	-40.2117	2
386	-73.1098	-40.2795	5
387	-72.7679	-40.2117	2
388	-72.775	-40.2663	3
389	-72.8353	-40.2867	3
390	-72.8796	-40.2591	3
391	-72.7608	-40.2636	3
392	-72.7619	-40.1413	2
393	-72.7903	-40.1464	2
394	-72.7685	-40.0938	2
395	-73.0906	-40.338	5
396	-72.5824	-40.2829	2
397	-72.8606	-40.1706	3
398	-72.6526	-40.267	2
399	-72.7707	-40.413	1
400	-72.7177	-40.4925	1
401	-72.7913	-40.4236	1
402	-72.7469	-40.4356	1
403	-72.8066	-40.4607	1
404	-72.9231	-40.2372	3
405	-72.6643	-40.4935	1
406	-72.5553	-40.4929	1
407	-72.6994	-40.5057	1
408	-72.6935	-40.5021	1
409	-72.6893	-40.4964	1
410	-72.6745	-40.4972	1
411	-72.7094	-40.5081	1
412	-72.8525	-40.4457	1
413	-72.7146	-40.1261	2
414	-72.7589	-40.126	2
415	-72.7457	-40.1147	2
416	-72.542	-40.3489	1
417	-72.8935	-40.9366	4
418	-72.8935	-40.9366	4
419	-72.8667	-40.1631	3
420	-72.827	-40.2642	3
421	-73.3629	-40.8558	4
422	-72.8682	-40.459	1
423	-72.8695	-40.3344	3
424	-72.6885	-40.3892	1
425	-72.6885	-40.3892	1
426	-72.5988	-40.1814	2
427	-72.7763	-40.3246	3
428	-72.6392	-40.1994	2
429	-72.7593	-40.265	3
430	-72.587	-40.251	2
431	-72.8719	-40.4252	3
432	-72.8015	-40.1532	3
433	-72.9491	-40.3499	3
434	-72.8311	-40.2168	3
435	-72.8967	-40.1321	3
436	-72.9335	-40.059	3
437	-72.6317	-40.1258	2
438	-72.7407	-40.291	2
439	-72.6144	-40.1276	2
440	-73.1053	-40.3092	5
441	-72.9256	-40.2909	3
442	-72.5996	-40.2382	2
443	-72.9502	-40.3947	3
444	-72.4399	-40.1154	2
445	-72.7106	-40.3015	2
446	-73.0049	-40.242	3
447	-72.6859	-40.1714	2
448	-72.6074	-40.2479	2
449	-72.8606	-40.078	3
450	-72.7586	-40.4006	1
451	-72.8719	-40.4252	3
452	-72.7855	-40.0349	2
453	-72.7882	-40.0324	2
454	-72.7633	-40.1188	2
455	-72.7219	-40.3356	1
456	-72.6812	-40.2892	2
457	-72.8119	-40.2668	3
458	-72.6115	-40.2387	2
459	-72.5868	-40.2416	2
460	-72.9355	-40.204	3
461	-72.9225	-40.1963	3
462	-72.6628	-40.2342	2
463	-73.0739	-40.2434	5
464	-73.0739	-40.2434	5
465	-72.702	-40.3046	2
466	-72.702	-40.3046	2
467	-72.8294	-40.5062	1
468	-72.6685	-40.2055	2
469	-72.8666	-40.2181	3
470	-72.7829	-40.4855	1
471	-72.5795	-40.3617	1
472	-72.6881	-40.2051	2
473	-72.6758	-40.221	2
474	-72.5847	-40.3603	1
475	-72.8013	-40.3368	3
476	-72.7787	-40.3291	3
477	-72.9502	-40.3947	3
478	-72.6854	-40.3489	1
479	-72.8059	-40.4229	1
480	-72.8051	-40.5194	1
481	-72.893	-40.4413	3
482	-72.7338	-40.4671	1
483	-72.7929	-40.4364	1
484	-72.9352	-40.3631	3
485	-72.7282	-40.0657	2
486	-72.8753	-40.2262	3
487	-72.8018	-40.0253	2
488	-72.8638	-40.1379	3
489	-72.8638	-40.1379	3
490	-73.1663	-40.3353	5
491	-72.9295	-40.376	3
492	-72.9944	-40.8361	4
493	-73.0042	-40.8066	4
494	-72.9696	-40.2826	3
495	-72.6519	-40.4874	1
496	-72.9498	-40.2322	3
497	-72.9285	-40.2193	3
498	-72.8788	-40.2796	3
499	-72.8788	-40.2796	3
500	-72.8788	-40.2796	3
